,Song,Performer,Relevance (Total Weeks on Chart),Count of no. 1,Year,Month,Popularity
286275,Otherside,Red Hot Chili Peppers (7-2000),22,0,2000,7,0.0
286274,Damaged,Danity Kane (8-2008),22,0,2008,8,0.0
286287,Body Bumpin' Yippie-Yi-Yo,Public Announcement (7-1998),22,0,1998,7,0.0
286281,Broken,lovelytheband (12-2018),22,0,2018,12,0.0
286280,"The Earth, The Sun, The Rain",Color Me Badd (9-1996),22,0,1996,9,0.0
286283,Party Like A Rockstar,Shop Boyz (9-2007),22,0,2007,9,0.0
249850,Water Under The Bridge,Adele (4-2017),22,0,2017,4,0.0
145836,I'm Gonna Get You,Bizarre Inc (6-1993),23,0,1993,6,0.0
145760,Oh,Ciara Featuring Ludacris (8-2005),23,0,2005,8,0.0
145770,Love Lockdown,Kanye West (3-2009),23,0,2009,3,0.0
145733,Here We Go Again!,Portrait (4-1993),23,0,1993,4,0.0
145953,If I Could Turn Back Time,Cher (12-1989),23,0,1989,12,0.0
145954,On My Own,Patti LaBelle & Michael McDonald (8-1986),23,3,1986,8,0.13
145969,Hungry Like The Wolf,Duran Duran (5-1983),23,0,1983,5,0.0
242793,Will You Still Love Me?,Chicago (4-1987),23,0,1987,4,0.0
145995,Heaven On The 7th Floor,Paul Nicholas (1-1978),23,0,1978,1,0.0
145716,Little Willy,The Sweet (6-1973),23,0,1973,6,0.0
145994,No One Is To Blame,Howard Jones (9-1986),23,0,1986,9,0.0
145993,Everything,Jody Watley (3-1990),23,0,1990,3,0.0
145992,Kiss On My List,Daryl Hall John Oates (6-1981),23,3,1981,6,0.13
145996,Oh Girl,Paul Young (12-1990),23,1,1990,12,0.04
145997,Iesha,Another Bad Creation (6-1991),23,0,1991,6,0.0
145998,Let's Get Serious,Jermaine Jackson (8-1980),23,0,1980,8,0.0
146013,Jesse,Carly Simon (1-1981),23,0,1981,1,0.0
146012,I Feel Love,Donna Summer (1-1978),23,0,1978,1,0.0
146011,Get Here,Oleta Adams (5-1991),23,0,1991,5,0.0
146010,Groove Is In The Heart,Deee-Lite (2-1991),23,0,1991,2,0.0
146009,I Wanna Be Rich,Calloway (7-1990),23,0,1990,7,0.0
146008,I Can't Hold Back,Survivor (2-1985),23,0,1985,2,0.0
146006,Kiss Me Deadly,Lita Ford (9-1988),23,0,1988,9,0.0
146005,Knockin' Boots,Candyman (2-1991),23,0,1991,2,0.0
146004,Magic Man,Heart (12-1976),23,0,1976,12,0.0
146003,Let It Whip,Dazz Band (9-1982),23,0,1982,9,0.0
146002,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd (9-1991),23,0,1991,9,0.0
146001,Funkytown,"Lipps, Inc. (8-1980)",23,4,1980,8,0.17
146000,Maneater,Daryl Hall John Oates (3-1983),23,4,1983,3,0.17
145999,I'll Be Over You,Toto (1-1987),23,0,1987,1,0.0
146007,How 'bout Us,Champaign (7-1981),23,0,1981,7,0.0
145990,Master Blaster (Jammin'),Stevie Wonder (2-1981),23,0,1981,2,0.0
145989,Give Me The Night,George Benson (12-1980),23,0,1980,12,0.0
145988,I Guess That's Why They Call It The Blues,Elton John (3-1984),23,0,1984,3,0.0
145972,Just Once,Quincy Jones Featuring James Ingram (1-1982),23,0,1982,1,0.0
145971,Lead Me On,Maxine Nightingale (10-1979),23,0,1979,10,0.0
145944,I Can't Wait,Nu Shooz (8-1986),23,0,1986,8,0.0
145968,More Than Words Can Say,Alias (2-1991),23,0,1991,2,0.0
145967,Love Bites,Def Leppard (1-1989),23,1,1989,1,0.04
145965,Never Tear Us Apart,INXS (1-1989),23,0,1989,1,0.0
145964,Footloose,Kenny Loggins (6-1984),23,3,1984,6,0.13
145959,More Than I Can Say,Leo Sayer (2-1981),23,0,1981,2,0.0
145958,I Like The Way (The Kissing Game),Hi-Five (7-1991),23,1,1991,7,0.04
145955,Neutron Dance,The Pointer Sisters (4-1985),23,0,1985,4,0.0
145987,Lay Down Sally,Eric Clapton (6-1978),23,0,1978,6,0.0
145986,Easy Lover,Philip Bailey With Phil Collins (4-1985),23,0,1985,4,0.0
145985,Fire,The Pointer Sisters (4-1979),23,1,1979,4,0.04
145984,Magic,Olivia Newton-John (10-1980),23,4,1980,10,0.17
145982,Games People Play,The Alan Parsons Project (5-1981),23,0,1981,5,0.0
145981,Heaven Must Have Sent You,Bonnie Pointer (11-1979),23,0,1979,11,0.0
145974,I'm Coming Out,Diana Ross (2-1981),23,0,1981,2,0.0
145978,Lost In Love,Air Supply (7-1980),23,0,1980,7,0.0
145977,Holding Back The Years,Simply Red (9-1986),23,1,1986,9,0.04
145976,Everytime You Go Away,Paul Young (10-1985),23,1,1985,10,0.04
145979,I Wanna Have Some Fun,Samantha Fox (4-1989),23,0,1989,4,0.0
145943,I'm Sorry,Brenda Lee (10-1960),23,4,1960,10,0.17
145821,Hotel Room Service,Pitbull (12-2009),23,0,2009,12,0.0
145822,Moment 4 Life,Nicki Minaj Featuring Drake (6-2011),23,0,2011,6,0.0
145823,In The Name Of Love,Martin Garrix & Bebe Rexha (2-2017),23,0,2017,2,0.0
145824,Dream About You/Funky Melody,Stevie B (7-1995),23,0,1995,7,0.0
145827,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift (6-2017),23,0,2017,6,0.0
145829,I'm Gonna Be Alright,Jennifer Lopez Featuring Nas (9-2002),23,0,2002,9,0.0
145830,I Don't Mind,Usher Featuring Juicy J (5-2015),23,0,2015,5,0.0
145831,Never Keeping Secrets,Babyface (3-1994),23,0,1994,3,0.0
145887,Love So Right,Bee Gees (2-1977),23,0,1977,2,0.0
145819,Gucci Gang,Lil Pump (3-2018),23,0,2018,3,0.0
145805,Forever And For Always,Shania Twain (10-2003),23,0,2003,10,0.0
145807,Hard To Love,Lee Brice (12-2012),23,0,2012,12,0.0
145809,I Kissed A Girl,Katy Perry (10-2008),23,7,2008,10,0.3
145810,Frontin',Pharrell Featuring Jay-Z (11-2003),23,0,2003,11,0.0
145816,Limbo Rock,Chubby Checker (2-1963),23,0,1963,2,0.0
145817,I Need A Girl (Part One),P. Diddy Featuring Usher & Loon (8-2002),23,0,2002,8,0.0
145818,Hate It Or Love It,The Game Featuring 50 Cent (7-2005),23,0,2005,7,0.0
145813,Hypnotized,Plies Featuring Akon (3-2008),23,0,2008,3,0.0
145857,Let's Make A Night To Remember,Bryan Adams (2-1997),23,0,1997,2,0.0
145853,I Don't Want This Night To End,Luke Bryan (3-2012),23,0,2012,3,0.0
145852,Far Behind,Candlebox (1-1995),23,0,1995,1,0.0
145851,Forever In Love,Kenny G (5-1993),23,0,1993,5,0.0
145849,North To Alaska,Johnny Horton (2-1961),23,0,1961,2,0.0
145848,Finesse,Bruno Mars & Cardi B (6-2018),23,0,2018,6,0.0
145846,Ms. Jackson,OutKast (4-2001),23,1,2001,4,0.04
145844,No Promises,Cheat Codes Featuring Demi Lovato (11-2017),23,0,2017,11,0.0
145843,Never Forget You,Zara Larsson & MNEK (8-2016),23,0,2016,8,0.0
145842,Mr. Know It All,Kelly Clarkson (2-2012),23,0,2012,2,0.0
145840,It Ends Tonight,The All-American Rejects (3-2007),23,0,2007,3,0.0
145838,Move This,Technotronic Featuring Ya Kid K (11-1992),23,0,1992,11,0.0
145874,Love Hurts,Nazareth (4-1976),23,0,1976,4,0.0
145867,IDGAF,Dua Lipa (6-2018),23,0,2018,6,0.0
145865,He'll Have To Go,Jim Reeves (5-1960),23,0,1960,5,0.0
145832,How Long,Charlie Puth (3-2018),23,0,2018,3,0.0
145804,Hey Brother,Avicii (5-2014),23,0,2014,5,0.0
145778,Lose Yourself,Eminem (3-2003),23,12,2003,3,0.52
145781,Lose My Breath,Destiny's Child (2-2005),23,0,2005,2,0.0
145783,He's Mine,MoKenStef (11-1995),23,0,1995,11,0.0
145775,In My Blood,Shawn Mendes (9-2018),23,0,2018,9,0.0
145941,How Am I Supposed To Live Without You,Michael Bolton (3-1990),23,3,1990,3,0.13
145835,Easy,Rascal Flatts Featuring Natasha Bedingfield (1-2012),23,0,2012,1,0.0
145931,I'm Your Boogie Man,KC And The Sunshine Band (7-1977),23,1,1977,7,0.04
145929,Never Gonna Let You Go,Sergio Mendes (9-1983),23,0,1983,9,0.0
145794,No Rain,Blind Melon (1-1994),23,0,1994,1,0.0
145796,Nice & Slow,Usher (6-1998),23,2,1998,6,0.09
145799,"I'm Every Woman (From ""The Bodyguard"")",Whitney Houston (6-1993),23,0,1993,6,0.0
145800,Good Enough,Bobby Brown (3-1993),23,0,1993,3,0.0
145803,I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne (11-2011)",23,0,2011,11,0.0
145914,Love Will Keep Us Together,Captain & Tennille (9-1975),23,4,1975,9,0.17
145910,Kiss You All Over,Exile (12-1978),23,4,1978,12,0.17
145909,My Eyes Adored You,Frankie Valli (4-1975),23,1,1975,4,0.04
287200,Car Wash,Rose Royce (3-1977),23,1,1977,3,0.04
306885,Your Loving Arms,Billie Ray Martin (7-1996),23,0,1996,7,0.0
286917,Run This Town,"Jay-Z, Rihanna & Kanye West (1-2010)",23,0,2010,1,0.0
262187,Things Can Only Get Better,Howard Jones (8-1985),23,0,1985,8,0.0
286924,The First Night,Monica (1-1999),23,5,1999,1,0.22
286877,Crazy For This Girl,Evan And Jaron (4-2001),23,0,2001,4,0.0
286996,A Milli,Lil Wayne (10-2008),23,0,2008,10,0.0
218846,Treasure,Bruno Mars (11-2013),23,0,2013,11,0.0
217954,Touch Me (I Want Your Body),Samantha Fox (4-1987),23,0,1987,4,0.0
217737,Tossin' And Turnin',Bobby Lewis (9-1961),23,7,1961,9,0.3
247041,Yellow River,Christie (12-1970),23,0,1970,12,0.0
216860,Too Good At Goodbyes,Sam Smith (3-2018),23,0,2018,3,0.0
286974,She Got The Best Of Me,Luke Combs (1-2019),23,0,2019,1,0.0
286985,Bye Bye Bye,'N Sync (7-2000),23,0,2000,7,0.0
286993,All Your Life,The Band Perry (2-2012),23,0,2012,2,0.0
274025,Light My Fire,The Doors (10-1968),23,3,1968,10,0.13
274026,I've Never Been To Me,Charlene (7-1982),23,0,1982,7,0.0
274027,Home Sweet Home,Motley Crue (2-1992),23,0,1992,2,0.0
274003,Hymn For The Weekend,Coldplay (11-2016),23,0,2016,11,0.0
274005,I'm Comin' Over,Chris Young (12-2015),23,0,2015,12,0.0
274009,Live Like You Were Dying,Tim McGraw (7-2005),23,0,2005,7,0.0
274015,In Love With A Girl,Gavin DeGraw (8-2008),23,0,2008,8,0.0
274001,Lost Without U,Robin Thicke (6-2007),23,0,2007,6,0.0
273992,I'll Never Fall In Love Again,Tom Jones (11-1969),23,0,1969,11,0.0
287016,All The Small Things,Blink-182 (5-2000),23,0,2000,5,0.0
263429,This Is It,Kenny Loggins (3-1980),23,0,1980,3,0.0
287018,Butta Love,Next (2-1998),23,0,1998,2,0.0
244690,Womanizer,Britney Spears (3-2009),23,1,2009,3,0.04
287012,Come And Get Your Love,Redbone (6-1974),23,0,1974,6,0.0
287039,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle (5-1993),23,1,1993,5,0.04
287040,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles (3-2003),23,0,2003,3,0.0
287042,Bed,J. Holiday (1-2008),23,0,2008,1,0.0
287043,Alejandro,Lady Gaga (9-2010),23,0,2010,9,0.0
287044,"Pop, Lock & Drop It",Huey (8-2007),23,0,2007,8,0.0
287046,She Hates Me,Puddle Of Mudd (3-2003),23,0,2003,3,0.0
287048,Break Up,Mario Featuring Gucci Mane & Sean Garrett (12-2009),23,0,2009,12,0.0
287050,That's The Way Love Goes,Janet Jackson (10-1993),23,8,1993,10,0.35
287051,7,Prince And The New Power Generation (5-1993),23,0,1993,5,0.0
287053,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG (2-2006),23,0,2006,2,0.0
287055,Po' Folks,Nappy Roots Featuring Anthony Hamilton (12-2002),23,0,2002,12,0.0
287047,Cool Kids,Echosmith (12-2014),23,0,2014,12,0.0
287028,Say Goodbye,Chris Brown (1-2007),23,0,2007,1,0.0
287029,"Tell Me (From ""Eddie"")",Dru Hill (2-1997),23,0,1997,2,0.0
287030,Daughters,John Mayer (4-2005),23,0,2005,4,0.0
287037,B**** Better Have My Money,Rihanna (9-2015),23,0,2015,9,0.0
263189,This House,Tracie Spencer (5-1991),23,0,1991,5,0.0
287210,Only The Lonely,The Motels (9-1982),23,0,1982,9,0.0
287141,Take Me Home Tonight,Eddie Money (1-1987),23,0,1987,1,0.0
287142,Cold,Crossfade (1-2005),23,0,2005,1,0.0
287209,The Finer Things,Steve Winwood (7-1987),23,0,1987,7,0.0
287208,Steal Away,Robbie Dupree (9-1980),23,0,1980,9,0.0
287207,Take It To The Limit,Eagles (5-1976),23,0,1976,5,0.0
287206,Out Of Touch,Daryl Hall John Oates (3-1985),23,2,1985,3,0.09
287115,Burn It Down,Linkin Park (10-2012),23,0,2012,10,0.0
287116,Rhinestone Cowboy,Glen Campbell (11-1975),23,2,1975,11,0.09
287211,Out Here On My Own,Irene Cara (1-1981),23,0,1981,1,0.0
287180,Boogie Oogie Oogie,A Taste Of Honey (11-1978),23,3,1978,11,0.13
287181,She Drives Me Crazy,Fine Young Cannibals (7-1989),23,1,1989,7,0.04
287183,Sunglasses At Night,Corey Hart (10-1984),23,0,1984,10,0.0
287184,Pump Up The Volume,M/A/R/R/S (4-1988),23,0,1988,4,0.0
287185,Private Eyes,Daryl Hall John Oates (1-1982),23,2,1982,1,0.09
287186,Owner Of A Lonely Heart,Yes (4-1984),23,2,1984,4,0.09
287187,Come On Eileen,Dexy's Midnight Runners (6-1983),23,1,1983,6,0.04
287188,Rub You The Right Way,Johnny Gill (10-1990),23,0,1990,10,0.0
287189,Breakout,Swing Out Sister (1-1988),23,0,1988,1,0.0
287191,Deep Purple,Donny & Marie Osmond (5-1976),23,1,1976,5,0.04
287202,A Love Bizarre,Sheila E. (4-1986),23,0,1986,4,0.0
287201,"Catch Me (I'm Falling) (From The Film ""Hiding Out"")",Pretty Poison (2-1988),23,0,1988,2,0.0
287192,Don't Treat Me Bad,Firehouse (8-1991),23,0,1991,8,0.0
287193,Best Of My Love,The Emotions (11-1977),23,6,1977,11,0.26
287195,99 Luftballons,Nena (5-1984),23,0,1984,5,0.0
287196,Blue Bayou,Linda Ronstadt (2-1978),23,0,1978,2,0.0
287197,Big Time,Peter Gabriel (5-1987),23,0,1987,5,0.0
287198,Don't Cry Out Loud,Melissa Manchester (4-1979),23,0,1979,4,0.0
287190,Telephone Line,Electric Light Orchestra (11-1977),23,0,1977,11,0.0
287178,Opposites Attract,Paula Abdul (Duet With The Wild Pair) (5-1990),23,3,1990,5,0.13
287157,Don't Close Your Eyes,KIX (2-1990),23,0,1990,2,0.0
287158,Blame It On The Rain,Milli Vanilli (3-1990),23,2,1990,3,0.09
287159,Can't Stay Away From You,Gloria Estefan & Miami Sound Machine (4-1988),23,0,1988,4,0.0
287161,Sweet Love,Commodores (5-1976),23,0,1976,5,0.0
287163,Reunited,Peaches & Herb (8-1979),23,4,1979,8,0.17
287164,C'est La Vie,Robbie Nevil (3-1987),23,0,1987,3,0.0
287165,Around The Way Girl,LL Cool J (5-1991),23,0,1991,5,0.0
287177,That's What Friends Are For,Dionne & Friends (4-1986),23,4,1986,4,0.17
287166,Anything For You,Gloria Estefan & Miami Sound Machine (8-1988),23,2,1988,8,0.09
287167,Because I Love You (The Postman Song),Stevie B (3-1991),23,4,1991,3,0.17
287168,Secret Lovers,Atlantic Starr (5-1986),23,0,1986,5,0.0
287170,The Breakup Song (They Don't Write 'Em),Greg Kihn Band (10-1981),23,0,1981,10,0.0
287172,Rosanna,Toto (9-1982),23,0,1982,9,0.0
287204,Switchin' To Glide/This Beat Goes On,The Kings (1-1981),23,0,1981,1,0.0
287173,Show Me The Way,Styx (5-1991),23,0,1991,5,0.0
287174,Always On My Mind,Willie Nelson (8-1982),23,0,1982,8,0.0
287175,Rock Steady,The Whispers (11-1987),23,0,1987,11,0.0
287205,All The Man That I Need,Whitney Houston (5-1991),23,2,1991,5,0.09
287068,21 Questions,50 Cent Featuring Nate Dogg (8-2003),23,4,2003,8,0.17
287060,Don't Matter,Akon (7-2007),23,2,2007,7,0.09
287061,Applause,Lady Gaga (2-2014),23,0,2014,2,0.0
287062,Can't Let You Go,Fabolous Featuring Mike Shorey & Lil' Mo (8-2003),23,0,2003,8,0.0
287087,Take A Back Road,Rodney Atkins (11-2011),23,0,2011,11,0.0
287089,Pretty Wings,Maxwell (10-2009),23,0,2009,10,0.0
287090,Do You Miss Me,Jocelyn Enriquez (12-1996),23,0,1996,12,0.0
287096,Spiders & Snakes,Jim Stafford (4-1974),23,0,1974,4,0.0
266960,"To Know Him, Is To Love Him",The Teddy Bears (2-1959),23,3,1959,2,0.13
287106,Playground In My Mind,Clint Holmes (8-1973),23,0,1973,8,0.0
287085,Ass Back Home,Gym Class Heroes Featuring Neon Hitch (6-2012),23,0,2012,6,0.0
287084,People Everyday,Arrested Development (1-1993),23,0,1993,1,0.0
287083,"Colors Of The Wind (From ""Pocahontas"")",Vanessa Williams (11-1995),23,0,1995,11,0.0
287069,Candy Shop,50 Cent Featuring Olivia (7-2005),23,9,2005,7,0.39
287070,Sunshine,Lil' Flip Featuring Lea (11-2004),23,0,2004,11,0.0
287071,Summertime Sadness,Lana Del Rey & Cedric Gervais (12-2013),23,0,2013,12,0.0
287073,A Lot,21 Savage (6-2019),23,0,2019,6,0.0
287075,Still Not A Player,Big Punisher Featuring Joe (11-1998),23,0,1998,11,0.0
287076,Budapest,George Ezra (7-2015),23,0,2015,7,0.0
287077,Sure Thing,Miguel (8-2011),23,0,2011,8,0.0
287079,Butterfly,Crazy Town (6-2001),23,2,2001,6,0.09
287199,Don't Make Me Over,Sybil (2-1990),23,0,1990,2,0.0
145699,Make It Hot,"Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha (11-1998)",23,0,1998,11,0.0
244186,Without You/Never Forget You,Mariah Carey (7-1994),23,0,1994,7,0.0
307653,Tonight's The Night (Gonna Be Alright),Rod Stewart (3-1977),23,8,1977,3,0.35
145668,Move B***h,Ludacris Featuring Mystikal & Infamous 2.0 (11-2002),23,0,2002,11,0.0
4173,Donna,Ritchie Valens (4-1959),23,0,1959,4,0.0
247201,"Yes, I'm Ready",Teri DeSario With K.C. (4-1980),23,0,1980,4,0.0
259286,The Way We Were,Barbra Streisand (4-1974),23,3,1974,4,0.13
230719,The Fighter,Keith Urban Featuring Carrie Underwood (8-2017),23,0,2017,8,0.0
226348,Waiting For A Girl Like You,Foreigner (3-1982),23,0,1982,3,0.0
226440,Waiting For The End,Linkin Park (3-2011),23,0,2011,3,0.0
248915,Wannabe,Spice Girls (6-1997),23,4,1997,6,0.17
265021,Throw It In The Bag,Fabolous Featuring The-Dream (11-2009),23,0,2009,11,0.0
257510,"When The Going Gets Tough, The Tough Get Going",Billy Ocean (5-1986),23,0,1986,5,0.0
257479,When The Children Cry,White Lion (4-1989),23,0,1989,4,0.0
253884,What I've Done,Linkin Park (9-2007),23,0,2007,9,0.0
275481,Father Stretch My Hands Pt. 1,Kanye West (10-2016),23,0,2016,10,0.0
258036,The Sweetest Days,Vanessa Williams (4-1995),23,0,1995,4,0.0
236823,The Second Time Around,Shalamar (5-1980),23,0,1980,5,0.0
222781,Unbelievable,EMF (9-1991),23,1,1991,9,0.04
260677,Theme From The Dukes Of Hazzard (Good Ol' Boys),Waylon (2-1981),23,0,1981,2,0.0
237249,The Space Between,Dave Matthews Band (10-2001),23,0,2001,10,0.0
221771,Two Out Of Three Ain't Bad,Meat Loaf (8-1978),23,0,1978,8,0.0
221949,Two To Make It Right,Seduction (4-1990),23,0,1990,4,0.0
254001,What Ifs,Kane Brown Featuring Lauren Alaina (12-2017),23,0,2017,12,0.0
248525,Walking In Memphis,Marc Cohn (8-1991),23,0,1991,8,0.0
232535,The Humpty Dance,Digital Underground (8-1990),23,0,1990,8,0.0
231905,The Greatest,Sia Featuring Kendrick Lamar (2-2017),23,0,2017,2,0.0
263731,This Is Why I'm Hot,Mims (7-2007),23,2,2007,7,0.09
247966,Walk Like An Egyptian,The Bangles (2-1987),23,4,1987,2,0.17
224417,Up Where We Belong,Joe Cocker And Jennifer Warnes (1-1983),23,3,1983,1,0.13
265473,Tie A Yellow Ribbon Round The Ole Oak Tree,Dawn Featuring Tony Orlando (7-1973),23,4,1973,7,0.17
224742,Urgent,Foreigner (12-1981),23,0,1981,12,0.0
247661,Waking Up In Vegas,Katy Perry (10-2009),23,0,2009,10,0.0
228974,"Take Me Home, Country Roads",John Denver (9-1971),23,0,1971,9,0.0
229011,Butterfly Effect,Travis Scott (8-2018),23,0,2018,8,0.0
229009,23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J (3-2014)",23,0,2014,3,0.0
229008,Bad Things,Machine Gun Kelly x Camila Cabello (4-2017),23,0,2017,4,0.0
229006,Tall Cool One,The Wailers (6-1964),23,0,1964,6,0.0
228996,Secret Garden,Bruce Springsteen (7-1997),23,0,1997,7,0.0
229001,But It's Alright,J.J. Jackson (7-1969),23,0,1969,7,0.0
228998,"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus (3-2008),23,0,2008,3,0.0
256874,When I See U,Fantasia (9-2007),23,0,2007,9,0.0
256524,When Doves Cry,Prince (5-2016),23,5,2016,5,0.22
229019,Should I Stay Or Should I Go,The Clash (4-1983),23,0,1983,4,0.0
229017,Relax,Frankie Goes To Hollywood (5-1985),23,0,1985,5,0.0
146538,Harden My Heart,Quarterflash (3-1982),24,0,1982,3,0.0
146572,Goodbye Girl,David Gates (5-1978),24,0,1978,5,0.0
245357,Words Get In The Way,Miami Sound Machine (11-1986),24,0,1986,11,0.0
146565,Never Gonna Give You Up,Rick Astley (5-1988),24,2,1988,5,0.08
146566,Let The Music Play,Shannon (4-1984),24,0,1984,4,0.0
265779,Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha (8-2011),24,0,2011,8,0.0
146567,Forever Young,Rod Stewart (1-1989),24,0,1989,1,0.0
146570,Lover Girl,Teena Marie (5-1985),24,0,1985,5,0.0
146571,Makin' It,David Naughton (9-1979),24,0,1979,9,0.0
146577,Joanna,Kool & The Gang (4-1984),24,0,1984,4,0.0
146592,Just The Two Of Us,"Grover Washington, Jr. (With Bill Withers) (7-1981)",24,0,1981,7,0.0
146593,Mentirosa,Mellow Man Ace (10-1990),24,0,1990,10,0.0
146594,Look Away,Chicago (3-1989),24,2,1989,3,0.08
146595,Everybody Wants To Rule The World,Tears For Fears (8-1985),24,2,1985,8,0.08
146596,Never,Heart (2-1986),24,0,1986,2,0.0
146598,I Think We're Alone Now,Tiffany (2-1988),24,2,1988,2,0.08
146600,Misled,Kool & The Gang (5-1985),24,0,1985,5,0.0
305978,You,Lloyd Featuring Lil Wayne (5-2007),24,0,2007,5,0.0
146591,Object Of My Desire,Starpoint (3-1986),24,0,1986,3,0.0
146590,If You Needed Somebody,Bad Company (4-1991),24,0,1991,4,0.0
146589,Obsession,Animotion (7-1985),24,0,1985,7,0.0
146579,"King Of Wishful Thinking (From ""Pretty Woman"")",Go West (10-1990),24,0,1990,10,0.0
146580,Let Me Be Your Angel,Stacy Lattisaw (1-1981),24,0,1981,1,0.0
260616,Theme From S.W.A.T.,Rhythm Heritage (4-1976),24,1,1976,4,0.04
146583,Enjoy The Silence,Depeche Mode (9-1990),24,0,1990,9,0.0
146584,Ladies Night,Kool & The Gang (3-1980),24,0,1980,3,0.0
146585,Hit Me With Your Best Shot,Pat Benatar (3-1981),24,0,1981,3,0.0
146587,My Prerogative,Bobby Brown (4-1989),24,1,1989,4,0.04
146588,Let's Groove,"Earth, Wind & Fire (3-1982)",24,0,1982,3,0.0
146582,I'd Really Love To See You Tonight,England Dan & John Ford Coley (11-1976),24,0,1976,11,0.0
236696,The Safety Dance,Men Without Hats (12-1983),24,0,1983,12,0.0
146542,Motownphilly,Boyz II Men (11-1991),24,0,1991,11,0.0
146558,Jump (for My Love),The Pointer Sisters (10-1984),24,0,1984,10,0.0
146559,More Than Words,Extreme (8-1991),24,1,1991,8,0.04
222297,U Know What's Up,Donell Jones (3-2000),24,0,2000,3,0.0
222334,U Remind Me,Usher (11-2001),24,4,2001,11,0.17
146548,I'll Never Love This Way Again,Dionne Warwick (12-1979),24,0,1979,12,0.0
146403,Hotel,Cassidy Featuring R. Kelly (5-2004),24,0,2004,5,0.0
146408,Gone,'N Sync (3-2002),24,0,2002,3,0.0
146426,Make It Rain,Fat Joe Featuring Lil Wayne (4-2007),24,0,2007,4,0.0
146423,Feel This Moment,Pitbull Featuring Christina Aguilera (7-2013),24,0,2013,7,0.0
146421,Ms. New Booty,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark (7-2006),24,0,2006,7,0.0
274053,Little Red Corvette,Prince (5-2016),24,0,2016,5,0.0
146430,Girlfriend,Avril Lavigne (8-2007),24,1,2007,8,0.04
146493,No Such Thing,John Mayer (11-2002),24,0,2002,11,0.0
146492,Mad,Ne-Yo (5-2009),24,0,2009,5,0.0
146491,Hey Mr. D.J.,Zhane (2-1994),24,0,1994,2,0.0
146489,Magic Stick,Lil' Kim Featuring 50 Cent (10-2003),24,0,2003,10,0.0
146488,"Jesus, Take The Wheel",Carrie Underwood (4-2006),24,0,2006,4,0.0
146487,No Surprise,Daughtry (10-2009),24,0,2009,10,0.0
146486,I Want You Back,'N Sync (8-1998),24,1,1998,8,0.04
146495,Faded,SoulDecision Featuring Thrust (12-2000),24,0,2000,12,0.0
146484,It Feels So Good,Sonique (7-2000),24,0,2000,7,0.0
